StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2,Q14,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q4_21,Q4_22,Q4_23,Q4_24,Q4_25,Q4_26,Q4_27,Q4_28,Q4_29,Q4_30,Q4_31,Q4_32,Q4_33,Q4_34,Q4_35,Q4_36,Q4_37,Q4_38,Q4_39,Q4_40,Q4_41,Q4_42,Q4_43,Q4_44,Q4_45,Q4_46,Q4_47,Q4_48,Q4_49,Q4_50,Q4_51,Q4_52,Q4_53,Q4_54,Q4_55,Q4_56,Q4_57,Q4_58,Q4_59,Q4_60,Q6,Q7,Q7_3_TEXT,Q8,Q8_5_TEXT,Q9,Q10,Q11
25/02/2022 06:50,25/02/2022 06:54,0,100,244,1,25/02/2022 06:54,R_31L3p2jPvgXndgB,anonymous,EN,1,PR07 : DEK,2,4,5,4,1,5,4,2,4,5,1,4,5,4,4,3,4,5,4,5,4,2,1,5,5,2,1,2,4,1,4,4,5,3,5,2,3,5,2,5,4,4,5,4,1,4,5,2,3,1,2,4,5,2,1,5,3,4,4,4,20,2,,2,,2,1,1
25/02/2022 06:48,25/02/2022 06:56,0,100,487,1,25/02/2022 06:56,R_2Cv6UehMPAHEw8E,anonymous,EN,1,PR05 : MAKA,2,5,2,3,2,1,5,1,3,5,1,2,5,4,4,5,1,4,4,5,1,2,2,4,1,4,5,2,3,1,5,5,2,5,5,4,1,4,4,4,2,4,5,4,2,2,1,2,1,1,2,5,5,4,2,5,4,2,4,4,27,2,,1,,0,,4
25/02/2022 06:54,25/02/2022 06:58,0,100,210,1,25/02/2022 06:58,R_1QhWReGwFeVD6Zu,anonymous,EN,1,PR02 : Pavlovs Puppies,4,4,4,4,4,2,4,4,2,3,2,2,4,4,4,2,3,3,2,4,2,1,4,3,4,3,3,4,4,4,2,4,3,2,4,2,1,4,2,4,3,3,4,4,4,4,3,2,4,2,2,4,4,2,3,3,3,2,2,3,19,2,,1,,2,2,1
25/02/2022 06:51,25/02/2022 07:00,0,100,526,1,25/02/2022 07:00,R_3LiFNj5wRPgvoxi,anonymous,EN,1,PR02 : Pavlovs Puppies,5,5,2,4,2,2,5,2,4,4,2,2,4,1,4,4,2,4,2,4,2,1,4,5,3,4,5,2,5,2,2,5,4,2,4,2,1,4,2,4,4,2,5,4,2,4,2,2,2,2,4,5,4,1,2,5,5,2,2,2,18,2,,1,,1,1,1
25/02/2022 07:02,25/02/2022 07:07,0,100,342,1,25/02/2022 07:07,R_2ZCSco0ni3lBOBk,anonymous,EN,1,,3,4,2,3,4,3,5,4,3,5,1,3,4,4,3,4,4,4,4,4,3,2,5,5,1,2,2,3,2,2,5,4,5,3,4,3,3,4,4,4,3,4,4,2,2,4,2,1,4,2,3,4,4,3,2,3,3,3,4,3,16,2,,4,,1,1,1
25/02/2022 07:03,25/02/2022 07:07,0,100,294,1,25/02/2022 07:07,R_wR8zAmoBeeBjoBz,anonymous,EN,1,PR12 : DSM IV,1,4,4,1,5,1,4,4,2,4,4,2,2,4,4,5,2,2,4,5,1,2,4,1,2,3,4,3,2,1,5,4,2,5,4,4,3,2,5,4,1,4,3,2,1,1,3,4,1,2,5,4,4,5,2,3,3,4,4,4,25,2,,4,,0,,1
26/02/2022 05:11,26/02/2022 05:16,0,100,312,1,26/02/2022 05:16,R_2vdjqZtzG0yXxyu,anonymous,EN,1,PR12 : DSM IV,1,4,5,1,1,1,4,4,1,5,1,3,4,5,4,5,1,1,5,5,2,4,5,1,1,1,3,4,1,1,5,3,1,4,5,4,5,4,5,3,3,5,4,1,1,3,1,3,1,1,4,4,4,5,2,3,2,5,4,4,18,3,Non binary,5,Biromantic but asexual ,4,1,2
25/02/2022 07:02,25/02/2022 07:10,0,100,450,1,25/02/2022 07:10,R_3ydU8sxXUiJ5KfL,anonymous,EN,1,PR12 : DSM IV,1,3,4,1,1,2,4,5,1,5,5,1,2,2,2,4,5,1,4,5,1,3,5,1,5,4,4,5,1,2,5,4,1,5,5,4,5,2,4,3,2,4,3,2,2,1,4,5,1,5,4,2,1,4,2,1,3,5,4,2,17,2,,4,,2,3,2
25/02/2022 07:07,25/02/2022 07:10,0,100,205,1,25/02/2022 07:10,R_2zj1Yv7ZU7epQ4y,anonymous,EN,1,PR12 : DSM IV,2,5,4,5,1,1,4,1,2,4,4,4,5,4,1,5,2,5,2,5,1,1,1,5,1,4,4,1,4,4,5,4,4,4,4,5,2,5,4,5,2,4,5,5,4,1,4,1,2,1,5,4,5,2,4,2,4,2,2,2,27,1,,4,,2,2,1
25/02/2022 07:01,25/02/2022 07:11,0,100,625,1,25/02/2022 07:11,R_1MJS5HiW6C2Hjgf,anonymous,EN,1,PR06 : Superstitious Pigeons,2,4,4,3,2,3,4,4,2,5,3,2,4,2,4,5,2,2,3,4,3,1,4,4,2,1,4,4,4,4,5,4,2,2,4,4,4,3,2,4,4,4,4,4,2,1,3,2,2,2,4,4,2,2,2,4,4,4,1,4,23,1,,1,,0,1,1
02/03/2022 15:13,02/03/2022 15:24,0,100,615,1,02/03/2022 15:24,R_oZWEOw4O56RsPvP,anonymous,EN,1,PR09 : Pavlov's Dogs,4,3,5,2,1,4,5,2,2,5,2,2,5,5,4,2,2,5,1,4,2,2,2,5,5,4,2,4,4,4,5,4,4,4,4,2,2,4,2,4,3,5,4,4,3,4,4,1,4,2,5,5,4,2,3,4,2,2,4,2,,,,1,,1,2,1
25/02/2022 07:10,25/02/2022 07:15,0,100,261,1,25/02/2022 07:15,R_3fIrCLQ5u3s2h3z,anonymous,EN,1,PR02 : Pavlovs Puppies,2,2,3,2,2,4,4,5,4,5,2,5,3,5,5,4,1,2,4,5,4,4,5,5,1,2,4,3,5,1,5,2,2,5,5,2,4,4,2,5,3,5,4,5,2,4,1,4,2,4,4,2,3,2,1,4,1,5,1,4,18,1,,3,,1,1,1
25/02/2022 07:09,25/02/2022 07:16,0,100,398,1,25/02/2022 07:16,R_3Olxpg4T8jzXUSd,anonymous,EN,1,PR12 : DSM IV,2,4,4,3,1,2,3,3,3,5,2,3,3,4,3,5,5,4,3,5,2,3,4,4,2,4,4,4,3,1,5,4,2,4,5,4,4,3,3,4,3,4,3,3,1,1,4,3,2,1,5,4,3,3,2,4,3,4,4,4,21,2,,4,,0,1,5
25/02/2022 06:46,25/02/2022 07:17,0,100,1873,1,25/02/2022 07:17,R_1hMAQKzrUHyBn9G,anonymous,EN,1,PR02 : Pavlovs Puppies,4,5,1,1,1,1,5,3,4,5,2,1,5,3,5,3,1,5,4,4,3,1,1,5,2,4,5,2,1,1,4,1,2,4,4,1,1,5,2,4,4,2,5,2,1,5,1,3,2,2,2,5,5,2,2,5,4,3,4,4,17,2,,1,,1,2,1
25/02/2022 07:06,25/02/2022 07:18,0,100,699,1,25/02/2022 07:18,R_10AvENYrcN29Bjr,anonymous,EN,1,PR12 : DSM IV,2,5,2,4,1,4,4,3,5,5,3,3,5,3,4,4,2,4,3,5,4,1,5,4,1,4,5,4,5,2,5,3,3,4,5,2,2,4,1,5,2,4,5,5,2,2,3,2,1,1,5,4,4,1,2,4,4,2,2,2,21,2,,4,,3,3,1
25/02/2022 07:11,25/02/2022 07:21,0,100,624,1,25/02/2022 07:21,R_3I5h1yeJgvQT1a2,anonymous,EN,1,PR02 : Pavlovs Puppies,5,5,1,1,2,1,5,1,1,3,2,3,5,4,4,5,1,5,5,1,2,2,4,2,4,4,5,2,2,2,5,5,5,5,2,4,4,5,4,5,2,3,5,4,3,2,1,1,1,4,5,5,5,4,1,4,4,1,4,2,55,2,,1,,1,2,5
25/02/2022 07:15,25/02/2022 07:22,0,100,415,1,25/02/2022 07:22,R_3EQWOSOJMyB4v29,anonymous,EN,1,PR02 : Brainstorm,5,5,2,1,1,4,5,4,4,5,1,1,4,4,4,3,5,4,4,5,4,2,4,4,1,2,4,1,1,1,2,4,4,5,5,2,2,4,4,4,4,4,4,4,1,5,1,2,1,4,4,5,4,3,1,5,2,4,4,2,16,2,,1,,3,2,1
25/02/2022 07:15,25/02/2022 07:22,0,100,419,1,25/02/2022 07:22,R_1dLxB8WM1sMlFkL,anonymous,EN,1,PR12 : DSM IV,3,4,4,4,5,1,4,2,2,4,2,3,3,3,5,4,3,2,4,5,2,2,2,1,1,2,5,4,3,1,5,4,2,4,4,3,4,4,4,5,4,3,4,4,4,2,3,2,2,2,2,4,5,4,1,4,4,4,2,4,18,2,,4,,1,1,1
25/02/2022 07:16,25/02/2022 07:23,0,100,417,1,25/02/2022 07:23,R_1jZXbmUY2RaFyXJ,anonymous,EN,1,PR08 : Pink Freud,5,5,2,3,4,3,5,3,5,5,2,1,5,1,4,2,1,4,3,5,3,1,4,4,1,4,5,4,5,1,4,5,4,4,5,4,3,4,2,5,4,4,5,5,1,4,1,2,3,2,4,5,3,2,2,5,5,2,3,5,18,1,,1,,1,2,1
25/02/2022 07:17,25/02/2022 07:23,0,100,334,1,25/02/2022 07:23,R_3O3coYRz75Fpo6Z,anonymous,EN,1,PR12 : DSM IV,4,5,4,4,4,1,4,5,1,4,1,3,3,4,3,3,1,2,4,5,2,1,5,4,1,4,5,4,3,1,4,4,2,5,5,4,2,2,5,4,1,3,4,4,1,3,3,5,2,1,4,4,4,5,1,4,5,4,3,3,19,1,,4,,2,3,1
24/02/2022 20:06,24/02/2022 21:36,0,100,5442,1,24/02/2022 21:36,R_1CdAeSTmztXkWyB,anonymous,EN,1,PR12 : DSM IV,1,5,1,1,1,1,5,5,1,5,1,4,2,4,1,5,4,5,5,5,1,1,5,2,1,5,2,4,2,5,5,2,5,5,5,5,5,1,5,5,1,5,2,2,5,4,5,1,1,1,4,4,2,5,1,2,1,4,4,1,23,2,,5,Biromantic Demisexual,2,2,3
05/03/2022 08:25,05/03/2022 09:46,0,100,4856,1,05/03/2022 09:46,R_3kjKBZzW0HTifaM,anonymous,EN,1,PR04 : Freud's Dream Team,5,5,1,5,4,3,5,4,5,5,5,1,2,1,4,4,5,5,4,5,1,1,4,4,4,1,5,2,4,1,4,5,5,3,5,4,4,5,4,2,5,1,5,2,1,5,1,1,4,2,1,5,4,1,5,4,4,4,4,5,19,,,,,,,1
25/02/2022 07:21,25/02/2022 07:26,0,100,288,1,25/02/2022 07:26,R_11bxMlObULl5dxk,anonymous,EN,1,PR05 : Sleepy Psych students,2,4,2,3,4,4,5,4,1,5,2,2,5,3,4,4,1,5,5,5,4,4,4,1,1,3,5,2,2,4,5,4,4,5,5,2,1,4,5,4,3,5,5,2,2,2,2,1,1,2,2,5,4,4,2,4,4,1,5,4,18,2,,2,,1,1,1
25/02/2022 07:19,25/02/2022 07:26,0,100,437,1,25/02/2022 07:26,R_2bOUI544jtz5OLL,anonymous,EN,1,PR12 : DSM IV,1,4,3,1,5,1,5,4,2,4,2,3,4,2,4,5,4,4,5,2,1,2,5,1,2,4,5,1,1,2,5,5,3,5,2,5,1,4,4,3,2,2,4,4,5,1,2,2,1,3,5,5,3,4,4,1,5,2,3,2,21,2,,4,,1,2,2
25/02/2022 12:30,25/02/2022 12:36,0,100,344,1,25/02/2022 12:36,R_5ur94gdvLasWLw5,anonymous,EN,1,PR12 : DSM IV,4,4,2,2,1,3,5,1,4,5,1,2,4,3,4,2,1,3,4,5,4,5,4,4,1,2,4,4,3,1,4,2,4,3,5,3,4,4,2,4,4,3,4,2,1,4,2,4,4,1,2,2,3,4,1,5,4,4,4,5,26,2,,5,Biromantic Demisexual,8,1,1
25/02/2022 07:23,25/02/2022 07:27,0,100,256,1,25/02/2022 07:27,R_1Nypi5lBGa9wcbl,anonymous,EN,1,PR05 : Sleepy Psych students,3,3,4,2,3,1,4,4,2,4,2,2,2,5,1,4,3,2,4,4,1,1,4,2,4,5,3,4,2,2,4,3,2,5,4,4,4,3,4,4,4,4,3,4,4,3,3,2,1,4,4,3,2,5,4,4,2,4,5,2,18,2,,2,,1,2,1
25/02/2022 07:22,25/02/2022 07:27,0,100,285,1,25/02/2022 07:27,R_1n1NQqczooG9hxl,anonymous,EN,1,PR12 : DSM IV,1,2,4,4,2,4,4,4,2,5,2,4,3,3,4,4,3,3,4,5,3,4,4,3,2,4,2,2,2,2,5,2,2,4,5,2,4,4,2,3,3,5,3,4,1,1,5,1,2,1,2,4,1,2,1,4,1,1,2,3,18,2,,4,,1,1,1
25/02/2022 07:12,25/02/2022 07:28,0,100,939,1,25/02/2022 07:28,R_2S69npmb6vqaQlj,anonymous,EN,1,PR05 : Sleepy Psych students,5,5,2,5,3,5,5,2,5,5,2,5,5,1,4,3,4,4,2,4,5,4,4,5,1,2,5,3,5,2,4,4,2,3,5,1,3,4,3,5,5,5,5,5,2,3,4,4,5,1,4,5,5,1,1,5,3,2,1,4,21,1,,1,,2,2,1
25/02/2022 07:26,25/02/2022 07:31,0,100,316,1,25/02/2022 07:31,R_2P53qddr0ox88nc,anonymous,EN,1,PR12 : DSM IV,2,4,1,2,3,4,5,3,2,4,4,4,4,3,3,4,3,5,5,3,4,4,3,3,2,4,2,1,2,3,4,3,4,4,4,2,4,5,4,4,1,3,5,5,3,2,3,2,1,2,4,5,5,4,3,2,2,1,2,3,38,2,,4,,0,1,1
25/02/2022 07:27,25/02/2022 07:32,0,100,291,1,25/02/2022 07:32,R_2Wu0f3bnxEdYGEm,anonymous,EN,1,PR05 : Sleepy Psych students,1,4,2,2,1,1,4,2,4,5,2,2,4,4,5,4,1,2,4,5,2,2,2,1,1,3,4,5,1,1,5,4,2,4,5,4,2,5,4,5,2,4,4,2,2,1,1,1,1,1,3,4,5,4,1,4,4,1,4,5,18,2,,1,,3,4,1
25/02/2022 07:22,25/02/2022 07:34,0,100,743,1,25/02/2022 07:34,R_xxSOrWbBcXdDFcJ,anonymous,EN,1,PR12 : DSM IV,3,5,4,1,5,2,4,4,2,3,2,2,3,5,3,3,2,2,5,5,2,3,5,1,1,3,2,4,1,2,3,3,2,5,5,3,4,1,5,4,3,5,4,2,2,4,4,3,1,2,4,4,2,5,1,3,3,4,5,3,17,2,,4,,2,2,5
24/02/2022 10:26,24/02/2022 10:35,0,100,545,1,24/02/2022 10:35,R_2PbXp09ZGhwgPNB,anonymous,EN,1,PR05 : MAKA,5,5,1,5,5,5,5,2,5,5,1,2,5,1,2,1,1,5,1,1,5,1,1,5,1,1,5,1,5,5,1,1,4,1,3,1,1,5,1,3,5,2,5,4,2,5,1,2,5,3,2,5,5,1,5,5,2,2,1,4,41,,,1,,1,1,1
25/02/2022 07:27,25/02/2022 07:36,0,100,511,1,25/02/2022 07:36,R_3I5M8OjwVmS6NBn,anonymous,EN,1,PR02 : Brainstorm,1,5,2,1,2,3,4,4,1,4,4,4,3,5,2,5,1,4,5,4,2,3,5,1,2,4,4,3,1,3,5,4,4,5,4,4,2,2,5,4,4,5,4,4,2,4,1,4,1,3,2,4,4,5,2,3,2,2,5,2,16,2,,1,,2,3,3
25/02/2022 07:30,25/02/2022 07:36,0,100,364,1,25/02/2022 07:36,R_3DkdK2MDRLxRwBC,anonymous,EN,1,PR12 : DSM IV,4,5,1,2,2,1,5,2,4,5,2,2,4,3,5,5,5,4,4,5,2,1,4,4,2,1,5,2,4,1,5,5,5,4,4,4,2,4,3,5,4,2,5,4,1,2,1,1,2,1,4,5,5,4,1,5,5,1,2,3,22,2,,4,,1,2,1
25/02/2022 07:33,25/02/2022 07:38,0,100,289,1,25/02/2022 07:38,R_2PhdZFwHDkJDD4W,anonymous,EN,1,PR05 : Sleepy Psych students,5,5,4,2,2,2,5,4,3,5,2,4,3,5,3,2,5,2,4,5,3,2,5,1,1,4,4,4,1,2,2,5,3,5,5,2,4,2,5,4,4,4,3,1,1,4,2,2,5,2,3,5,1,5,1,4,2,4,4,3,18,2,,3,,3,2,4
25/02/2022 07:36,25/02/2022 07:39,0,100,183,1,25/02/2022 07:39,R_27fLDuVo5iF9uxu,anonymous,EN,1,PR02 : Pavlovs Puppies,2,4,2,2,2,4,4,4,2,3,4,4,4,5,4,4,5,4,4,5,3,4,4,1,2,4,4,3,1,4,5,4,4,4,4,2,4,4,4,4,3,4,4,2,2,2,2,2,2,4,2,4,3,5,2,3,3,4,4,4,18,2,,1,,3,3,1
25/02/2022 07:38,25/02/2022 07:42,0,100,249,1,25/02/2022 07:42,R_3HTf4jIlTTChm6P,anonymous,EN,1,PR02 : Pavlovs Puppies,5,5,4,4,3,3,4,4,4,5,1,1,4,2,3,5,1,2,2,4,4,1,3,3,2,3,5,5,4,3,4,5,1,2,4,3,3,4,2,2,4,2,5,5,1,5,1,4,3,5,3,5,4,2,3,5,4,5,3,3,19,2,,1,,2,1,1
25/02/2022 07:23,25/02/2022 07:42,0,100,1143,1,25/02/2022 07:42,R_3GjsnpyTkHXMeQ6,anonymous,EN,1,PR01 : Pavlov's Puppies,4,5,4,1,1,3,5,5,4,5,1,4,5,5,2,4,1,2,5,5,2,4,5,4,1,4,5,5,1,2,5,5,3,5,5,4,2,4,5,4,4,2,5,2,2,5,2,5,1,3,5,5,1,5,2,5,4,5,3,4,17,2,,1,,1,2,1
25/02/2022 07:40,25/02/2022 07:45,0,100,339,1,25/02/2022 07:45,R_2EgfeypWIcNXVlh,anonymous,EN,1,PR02 : Pavlovs Puppies,5,2,1,5,4,5,5,2,4,5,2,4,5,2,4,1,4,4,1,3,5,1,4,4,1,1,4,2,2,5,1,5,5,4,3,1,5,5,1,5,4,2,5,4,1,5,2,2,4,4,1,5,5,1,4,4,3,1,3,2,18,2,,1,,1,1,1
25/02/2022 08:56,25/02/2022 09:02,0,100,363,1,25/02/2022 09:02,R_21uioimquFegJh8,anonymous,EN,1,PR02 : Pavlovs Puppies,4,4,3,3,3,4,3,5,2,4,2,4,3,4,3,4,3,4,4,4,2,4,1,2,4,3,2,5,4,3,3,3,3,3,5,1,4,2,3,4,2,4,3,5,4,5,4,2,4,4,3,3,2,1,,4,1,4,4,4,20,,,1,,1,1,1
25/02/2022 07:42,25/02/2022 07:49,0,100,403,1,25/02/2022 07:49,R_2RWaOVICsZ2iiav,anonymous,EN,1,PR05 : Sleepy Psych students,1,5,4,1,5,3,5,5,2,5,3,2,2,5,3,5,5,5,5,5,3,2,5,1,1,4,5,4,1,1,5,4,2,5,5,3,4,4,5,4,2,2,5,2,1,3,2,1,1,1,5,5,2,5,2,4,4,4,5,4,18,2,,6,,1,1,3
25/02/2022 07:37,25/02/2022 07:50,0,100,772,1,25/02/2022 07:50,R_21EQhzS4lBRIPB6,anonymous,EN,1,PR12 : DSM IV,2,4,5,1,2,3,4,5,2,3,4,4,4,3,3,5,2,3,5,5,2,2,5,2,2,5,4,3,1,2,5,3,1,5,5,3,4,4,4,3,1,4,4,4,1,4,2,4,1,2,5,4,4,2,2,3,2,4,4,3,21,4,,4,,1,2,1
25/02/2022 07:44,25/02/2022 07:50,0,100,354,1,25/02/2022 07:50,R_qzp2zZvVN89pKG5,anonymous,EN,1,PR12 : DSM IV,3,4,4,1,5,4,4,4,2,5,2,3,2,4,4,5,2,4,5,5,1,1,5,2,4,2,2,4,2,2,5,4,4,4,4,4,1,4,5,4,2,4,4,5,1,2,4,2,1,2,5,4,5,5,3,3,2,3,1,4,28,2,,4,,3,3,3
25/02/2022 07:41,25/02/2022 07:50,0,100,521,1,25/02/2022 07:50,R_tPTDOJOGyte6sPn,anonymous,EN,1,PR12 : DSM IV,2,2,4,2,4,5,4,4,2,4,4,4,4,3,5,4,4,4,5,4,3,3,2,1,2,2,2,4,2,4,4,4,4,4,5,3,4,4,5,4,3,5,2,2,4,3,4,2,3,5,5,4,5,5,4,3,2,4,4,4,29,2,,4,,4,5,3
25/02/2022 07:46,25/02/2022 07:51,0,100,289,1,25/02/2022 07:51,R_DMGEhfp7jQKAQJX,anonymous,EN,1,PR12 : DSM IV,2,4,4,2,2,2,4,4,1,5,2,3,2,5,4,3,4,3,4,5,3,3,4,3,2,4,3,3,1,3,5,4,3,5,5,4,4,4,5,5,2,4,4,3,3,3,5,4,1,2,4,5,3,5,3,2,4,4,5,4,19,2,,4,,0,,1
01/03/2022 11:00,01/03/2022 11:05,0,100,342,1,01/03/2022 11:05,R_es5HnCOOtBE9eyB,anonymous,EN,1,,2,3,1,1,1,1,3,4,2,5,2,4,5,5,5,4,2,5,5,5,3,3,2,1,5,4,2,5,1,1,5,2,5,5,5,2,4,5,4,5,2,5,5,4,1,4,5,1,1,5,5,4,5,4,1,3,1,4,4,5,17,,,4,,1,2,1
25/02/2022 07:43,25/02/2022 07:52,0,100,501,1,25/02/2022 07:52,R_33fBEmHvVd5izFf,anonymous,EN,1,PR12 : DSM IV,1,4,2,4,4,2,5,2,4,4,4,4,2,4,2,5,2,5,4,1,1,1,4,4,2,4,5,4,4,4,5,4,4,4,2,4,2,4,4,4,1,4,2,5,2,2,4,2,1,4,5,5,5,5,4,2,4,4,2,4,20,2,,4,,1,2,1
25/02/2022 07:46,25/02/2022 07:53,0,100,401,1,25/02/2022 07:53,R_77Iirz1XnyvZeKd,anonymous,EN,1,PR12 : DSM IV,2,5,1,4,,5,5,2,5,5,1,2,4,1,4,5,5,3,2,5,1,1,2,5,1,3,3,1,5,1,5,4,2,2,5,2,1,4,1,5,1,3,4,5,4,1,1,3,4,4,4,4,4,1,2,1,2,1,2,2,20,2,,4,,1,1,1
25/02/2022 07:49,25/02/2022 07:55,0,100,401,1,25/02/2022 07:55,R_3J8yKuMoNSRpneR,anonymous,EN,1,PR12 : DSM IV,3,5,4,3,2,2,5,4,3,4,3,2,3,4,4,4,1,3,3,2,1,2,5,2,3,5,4,2,4,3,2,5,2,4,3,3,1,2,4,4,3,3,5,3,3,3,1,3,1,4,4,5,2,4,2,3,4,3,4,3,23,1,,4,,1,2,1
25/02/2022 07:49,25/02/2022 07:56,0,100,396,1,25/02/2022 07:56,R_dgQHGWR8kLjTezD,anonymous,EN,1,PR12 : DSM IV,4,4,5,5,1,1,4,5,5,5,5,3,4,3,4,5,4,5,4,4,2,1,5,1,1,4,5,4,5,4,5,4,1,2,4,5,4,2,5,4,4,5,3,5,3,1,5,5,1,3,5,5,1,5,3,5,4,4,1,1,25,1,,4,,3,4,5
25/02/2022 07:52,25/02/2022 07:58,0,100,349,1,25/02/2022 07:58,R_1CEKZPb14FCAqDN,anonymous,EN,1,PR12 : DSM IV,2,5,4,3,2,2,5,4,4,5,3,1,4,4,5,4,1,4,5,5,4,1,4,2,2,4,5,5,3,5,5,3,2,4,5,2,3,4,4,5,3,3,5,4,4,2,1,4,2,1,3,4,4,3,2,4,5,4,3,5,29,1,,4,,2,1,1
26/02/2022 01:11,26/02/2022 01:17,0,100,378,1,26/02/2022 01:17,R_3NEtTaoMGhcUWye,anonymous,EN,1,PR12 : DSM IV,2,4,4,4,4,2,4,5,2,5,2,4,4,4,2,4,1,4,2,5,4,2,4,4,1,5,4,4,4,5,5,4,4,4,4,4,2,4,4,4,1,1,4,4,2,2,4,2,4,1,4,4,4,5,2,4,4,2,1,2,29,2,,5,Biromantic demisexual,4,5,2
01/03/2022 14:43,01/03/2022 15:01,0,100,1055,1,01/03/2022 15:01,R_3OjrqDNQPD6rqpM,anonymous,EN,1,PR06 : psychotherapissed,4,5,2,4,3,4,5,3,2,5,1,4,5,4,4,4,2,4,4,5,4,4,1,1,4,2,4,2,2,4,4,4,4,5,3,3,1,4,4,5,4,5,5,1,4,5,2,2,1,4,5,5,4,3,4,4,2,4,5,4,34,,,1,,1,2,1
25/02/2022 07:57,25/02/2022 08:02,0,100,348,1,25/02/2022 08:02,R_3PFUI1C87dYpUzE,anonymous,EN,1,PR05 : Sleepy Psych students,1,5,4,1,2,2,5,5,1,4,4,4,5,5,2,5,1,4,4,5,1,4,5,2,1,5,3,1,2,4,5,5,2,5,5,2,2,4,5,4,1,4,5,2,4,4,2,2,1,1,5,5,4,5,2,2,2,2,4,2,22,2,,1,,1,2,1
25/02/2022 07:50,25/02/2022 08:03,0,100,818,1,25/02/2022 08:03,R_2arTLL1HyO8S0Z2,anonymous,EN,1,PR12 : DSM IV,1,4,5,4,4,2,5,5,4,2,4,4,2,4,1,5,1,2,4,5,1,1,5,3,2,5,5,4,5,4,5,2,1,4,4,5,4,4,4,4,2,5,2,5,2,4,4,1,2,4,4,5,2,4,4,2,2,4,2,1,18,1,,4,,2,2,2
25/02/2022 08:00,25/02/2022 08:04,0,100,267,1,25/02/2022 08:04,R_ysCec2V0RkUQEBX,anonymous,EN,1,PR12 : Constantly A-Freud,5,4,5,2,5,4,5,5,4,5,1,1,5,4,4,1,1,1,4,1,4,2,5,4,1,4,4,4,5,2,4,5,1,4,1,2,4,5,4,5,5,2,5,5,2,5,1,2,2,5,4,5,2,4,4,4,4,4,2,4,18,1,,1,,1,1,1
25/02/2022 07:23,25/02/2022 08:05,0,100,2511,1,25/02/2022 08:05,R_XRPeHtUMF7LwCeB,anonymous,EN,1,PR03 : Pink Freuds,3,5,1,1,3,4,5,2,2,3,2,2,5,5,4,2,5,5,4,4,4,1,4,2,1,3,5,4,2,3,4,4,4,5,4,3,1,4,2,5,3,5,4,2,2,5,1,2,2,4,1,5,3,4,3,5,4,2,5,3,18,2,,1,,1,1,1
25/02/2022 07:58,25/02/2022 08:07,0,100,534,1,25/02/2022 08:07,R_sqlZQ1Vo5BPz3Md,anonymous,EN,1,PR13 : Using a uni level psychology assignment to figure out why my older sister is a Drama Queen,2,5,5,3,2,3,5,4,5,5,2,3,3,5,5,5,1,2,4,5,2,1,4,3,1,3,4,2,3,1,5,5,2,5,5,2,1,3,4,5,3,4,4,3,1,1,1,4,1,1,3,5,3,4,2,4,4,4,5,5,16,2,,4,,3,3,4
25/02/2022 08:01,25/02/2022 08:07,0,100,356,1,25/02/2022 08:07,R_3EnjxfdKlGSqs6u,anonymous,EN,1,PR01 : Pavlov's Puppies,4,5,2,3,4,3,5,3,5,4,1,3,5,4,3,3,5,5,5,3,4,1,4,3,1,1,4,4,5,3,5,4,4,3,4,2,2,4,3,5,5,4,5,5,1,4,1,4,2,4,2,5,4,4,4,5,3,4,4,4,19,2,,1,,2,3,1
25/02/2022 07:59,25/02/2022 08:09,0,100,602,1,25/02/2022 08:09,R_3NDJsWHhCUnsBG8,anonymous,EN,1,,4,5,4,1,4,5,5,4,4,5,2,2,4,1,2,4,1,4,1,5,1,1,4,3,3,2,5,2,4,2,4,4,3,5,5,3,1,3,4,4,4,2,5,5,5,4,3,2,1,2,5,5,3,4,3,3,5,3,2,4,27,2,,4,,2,3,1
25/02/2022 08:02,25/02/2022 08:10,0,100,462,1,25/02/2022 08:10,R_30cqm5QP5CXoWr7,anonymous,EN,1,PR12 : DSM IV,4,4,4,5,2,2,5,4,4,5,2,4,4,1,3,2,1,2,2,4,1,1,5,5,4,1,4,4,4,2,5,5,2,2,3,2,1,4,1,3,4,2,4,5,4,4,4,2,4,2,5,4,3,4,4,4,4,4,2,2,18,2,,4,,1,2,1
25/02/2022 08:01,25/02/2022 08:10,0,100,586,1,25/02/2022 08:10,R_1CsenuGjdEvNSfx,anonymous,EN,1,PR12 : DSM IV,3,4,4,2,3,2,5,4,1,5,4,4,4,1,4,5,1,3,4,4,4,3,5,2,1,5,4,4,2,4,3,4,1,,4,2,2,2,5,4,1,4,4,5,1,4,3,4,2,2,3,5,1,4,1,1,2,3,4,2,17,4,,4,,1,1,5
